#,单词,音标,解释,笔记
1063,"surround","英:/sə'raʊnd/ 美:/sə'raʊnd/","该版本不支持扩展词库。购买专业版",
1064,"suspicion","英:/sə'spɪʃ(ə)n/ 美:/sə'spɪʃən/","- n. 怀疑, 嫌疑
- 疑心, 猜疑
- 一点儿, 少量

时 态:  
suspicioned, suspicioning, suspicions",
1065,"suspicious","英:/sə'spɪʃəs/ 美:/sə'spɪʃəs/","- adj. 猜疑的, 疑心的
- 可疑的
- 表示怀疑的

副 词:  
suspiciously",
1066,"swath","英:/swɒθ/ 美:/sweð/","该版本不支持扩展词库。购买专业版",
1067,"swirl","英:/swɜːl/ 美:/swɝl/","该版本不支持扩展词库。购买专业版",
1068,"switch to","","转变",
1069,"symbiotic","/sɪmbaɪ'ɑtɪk/","adj. 共生的",
1070,"syndrome","英:/'sɪndrəʊm/ 美:/'sɪndrəm/","该版本不支持扩展词库。购买专业版",
1071,"synthesize","英:/ˈsɪnθɪˌsaɪz/ 美:/'sɪnθəsaɪz/","- vt. 综合, 使合成
- 人工合成

时 态:  
synthesized, synthesizing, synthesizes",
1072,"synthetically","英:/sin'θetikəli/ 美:/sɪnˈ θ ɛtɪk l..ɪ/","- adv. 综合地
- 以合成方法",
1073,"tacit","英:/'tæsɪt/ 美:/'tæsɪt/","该版本不支持扩展词库。购买专业版",
1074,"taciturn","英:/'tæsɪtɜːn/ 美:/'tæsɪtɝn/","该版本不支持扩展词库。购买专业版",
1075,"tailor","英:/'teɪlə/ 美:/'telɚ/","该版本不支持扩展词库。购买专业版",
1076,"tailored","英:/'teɪləd/ 美:/'telɚd/","该版本不支持扩展词库。购买专业版",
1077,"take the plunge","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1078,"taken","英:/'teɪkn/ 美:/'tekən/","该版本不支持扩展词库。购买专业版",
1079,"tan","英:/tæn/ 美:/tæn/","- n. 黄褐色, 棕黄色
- vt. & vi. (使)晒成棕褐色
- vt. 硝制(皮革)
TANabbr. total ammonia nitrogen 总氨氮

时 态:  
tanned, tanning, tans 

形容词:  
tannish",
1080,"tangent","英:/'tæn(d)ʒ(ə)nt/ 美:/'tændʒənt/","该版本不支持扩展词库。购买专业版",
1081,"teachings","/'ti:tʃiŋ/","说",
1082,"tear-out","/'tεəraut/","撕下",
1083,"techniques","/tek'ni:k/","经营技巧",
1084,"telecommute","英:/ˌtɛlɪkə'mjut/ 美:/ˈtɛlɪkəˌmjut/","vi. (在家里通过使用与工作单位连接的计算机终端)远距离工作

时 态:  
telecommuted, telecommuting, telecommutes  

名 词:  
telecommuter",
1085,"tempest","英:/'tempɪst/ 美:/'tɛmpɪst/","该版本不支持扩展词库。购买专业版",
1086,"tempest-tossed","/'tempist,tɔst/","adj. 受暴风雨戏弄的,连遭打击的",
1087,"tempting","英:/'tem(p)tɪŋ/ 美:/'tɛmptɪŋ/","该版本不支持扩展词库。购买专业版",
1088,"tenor","英:/'tenə/ 美:/'tɛnɚ/","该版本不支持扩展词库。购买专业版",
1089,"tentative","英:/'tentətɪv/ 美:/'tɛntətɪv/","adj. 试探性的; 试验的; 尝试性的

副 词:  
tentatively

名 词:  
tentativeness",
1090,"terminology","英:/ˌtɜːmɪ'nɒlədʒɪ/ 美:/ˌtɝmə'nɑlədʒi/","- n. 专门用语；术语；术语学
- 术语的正确使用, 术语用法

形容词:  
terminological",
1091,"terrifically","/tə'rifikli/","adv. 非常;极其",
1092,"terrify","英:/'terɪfaɪ/ 美:/'tɛrɪfaɪ/","该版本不支持扩展词库。购买专业版",
1093,"testify","英:/'testɪfaɪ/ 美:/'tɛstɪfaɪ/","该版本不支持扩展词库。购买专业版",
1094,"tetrahedron","英:/ˌtetrə'hiːdrən/ 美:/ˌtɛtrəˈhidrən/","n. 四面体",
1095,"textured","/'tekstʃəd/","该版本不支持扩展词库。购买专业版",
1096,"the","英:/ðə/ 美:/ði,ðə/","- art. 这；那
- adv. 更加（用于比较级，最高级前）

THEabbr. Technical Help to Exporters 出口商的技术协助",
1097,"theater","英:/'θiətə/ 美:/ˈθiətɚ/","该版本不支持扩展词库。购买专业版",
1098,"theatre","英:/'θiətə/ 美:/ˈθiətɚ/","该版本不支持扩展词库。购买专业版",
1099,"theatrical","英:/θɪ'ætrɪk(ə)l/ 美:/θɪ'ætrɪkl/","- adj. 戏剧的；剧场的
- 炫耀的；戏剧性的；演戏似的；不自然的

名 词:  
theatricality

副 词:  
theatrically",
1100,"theorem","英:/'θɪərəm/ 美:/'θiərəm/","该版本不支持扩展词库。购买专业版",
1101,"This really begs the question what the actual irreducible amount of real information in a particular block of data re- ally is; many messages, political speeches, and even sometimes book chapters, contain large amounts of extraneous padding that is not really needed.","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1102,"thoroughly","英:/'θʌrəli/ 美:/ˈ θə..olɪ/","- adv. 彻底地；认真仔细地
- 完全地；非常，极其",
1103,"thrash","英:/θræʃ/ 美:/θræʃ/","该版本不支持扩展词库。购买专业版",
1104,"throw","英:/θrəʊ/ 美:/θroʊ/","该版本不支持扩展词库。购买专业版",
1105,"thrush","英:/θrʌʃ/ 美:/θrʌʃ/","该版本不支持扩展词库。购买专业版",
1106,"tight","英:/taɪt/ 美:/taɪt/","该版本不支持扩展词库。购买专业版",
1107,"tips","/tɪp/","n. 秘诀，技巧；小贴士，小窍门

TIPSabbr. Technical Information Processing System 技术情报处理系统
TIPSabbr. Technical Information Processing System 〈美〉技术情报处理系统",
1108,"tirelessly","英:/ˈtaɪəlɪslɪ/ 美:/'taɪrlɪsli/","- adv. 不知疲倦地
- 不屈不挠地;坚忍地",
1109,"to","英:/tə,tu,tuː/ 美:/tə,tu,tuː/","- adv. 向前；（门等）关上
- prep. 向；到；（表示时间、方向）朝…方向

TOabbr. Technical Observer 技术观察员",
1110,"topography","英:/tə'pɒgrəfɪ/ 美:/tə'pɑgrəfi/","- n. 地形学,地形测量学
- 地形,地貌,地势

名 词:  
topograph

形容词:  
topographic",
1111,"torpedo","英:/tɔː'piːdəʊ/ 美:/tɔr'pido/","该版本不支持扩展词库。购买专业版",
1112,"toss","英:/tɒs/ 美:/tɔs/","该版本不支持扩展词库。购买专业版",
1113,"tough","英:/tʌf/ 美:/tʌf/","该版本不支持扩展词库。购买专业版",
1114,"trace","英:/treɪs/ 美:/tres/","该版本不支持扩展词库。购买专业版",
1115,"trade-off","英:/'treidɔf,-ɔ:f/ 美:/ˈtredˌɔf/","n. 交换,协定,交易,平衡",
1116,"tragic","英:/'trædʒɪk/ 美:/'trædʒɪk/","该版本不支持扩展词库。购买专业版",
1117,"trailblazer","英:/'treɪlbleɪzə/ 美:/ˈtrelˌblezɚ/","n. 开路的人,先驱者,开拓者",
1118,"trailer","英:/'treɪlə/ 美:/'trelɚ/","该版本不支持扩展词库。购买专业版",
1119,"trajectory","英:/trə'dʒekt(ə)rɪ/ 美:/trə'dʒɛktəri/","- n. 弹道，轨迹；轨道
- 轨线；常角轨道",
1120,"transient","英:/'trænzɪənt/ 美:/ˈtrænʃənt/","adj. 短暂的; 片刻的; 转瞬即逝的",
1121,"transit","英:/'trænsɪt/ 美:/ˈtrænsɪt/","该版本不支持扩展词库。购买专业版",
1122,"transpacific","英:/ˌtrænspə'sɪfɪk/ 美:/ˌtrænzpə'sɪfɪk/","adj. 横渡太平洋的,太平洋彼岸的",
1123,"transparent","英:/træn'spær(ə)nt/ 美:/træns'pærənt/","- adj. 透明的
- 含义清楚的, 显而易见的

副 词:  
transparently",
1124,"transversal","英:/trænz'vɜːs(ə)l/ 美:/træns'vɝsəl/","- adj. 横向的,横断的,截线的
- n. 截线,横肌",
1125,"trapped","/'træpid/","该版本不支持扩展词库。购买专业版",
1126,"tray","英:/treɪ/ 美:/tre/","该版本不支持扩展词库。购买专业版",
1127,"treatment","英:/'triːtm(ə)nt/ 美:/'tritmənt/","- n. 处理；对待，待遇
- 治疗；疗法",
1128,"trial and error","","该版本不支持扩展词库。购买专业版",
1129,"trim","英:/trɪm/ 美:/trɪm/","该版本不支持扩展词库。购买专业版",
1130,"trip","英:/trɪp/ 美:/trɪp/","该版本不支持扩展词库。购买专业版",
1131,"triple","英:/'trɪp(ə)l/ 美:/'trɪpl/","该版本不支持扩展词库。购买专业版",
1132,"trot","英:/trɒt/ 美:/trɑt/","该版本不支持扩展词库。购买专业版",
1133,"truce","英:/truːs/ 美:/trus/","该版本不支持扩展词库。购买专业版",
1134,"truncate","英:/trʌŋ'keɪt/ 美:/trʌŋ'ket/","该版本不支持扩展词库。购买专业版",
1135,"turgescent","/tɜː'dʒes(ə)nt/","adj. 肿的,浮夸的",
1136,"turn out","","vt. 翻转, 生产, 关闭, 出动, 证明是",
1137,"turtle","英:/'tɜːt(ə)l/ 美:/'tɝtl/","该版本不支持扩展词库。购买专业版",
1138,"tutor","英:/'tjuːtə/ 美:/'tʊtɚ/","该版本不支持扩展词库。购买专业版",
1139,"tweezers","英:/'twiːzəz/ 美:/'twizɚz/","n. 镊子；小钳子（tweezer的复数形式）",
1140,"twist","英:/twɪst/ 美:/twɪst/","该版本不支持扩展词库。购买专业版",
1141,"twitter","英:/'twɪtə/ 美:/'twɪtɚ/","该版本不支持扩展词库。购买专业版",
1142,"typo","英:/'taɪpəʊ/ 美:/'taɪpo/","该版本不支持扩展词库。购买专业版",
1143,"under the hood","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1144,"underdog","英:/'ʌndədɒg/ 美:/'ʌndɚdɔɡ/","该版本不支持扩展词库。购买专业版",
1145,"underlie","英:/ʌndə'laɪ/ 美:/ˌʌndɚ'laɪ/","该版本不支持扩展词库。购买专业版",
1146,"underlying","英:/ʌndə'laɪɪŋ/ 美:/ˌʌndɚ'laɪɪŋ/","- adj. 根本的, 基础的
- 含蓄的, 潜在的",
1147,"underpay","英:/ʌndə'peɪ/ 美:/ˌʌndɚ'pe/","该版本不支持扩展词库。购买专业版",
1148,"underpin","英:/ʌndə'pɪn/ 美:/ˌʌndɚ'pɪn/","该版本不支持扩展词库。购买专业版",
1149,"unfathomable","英:/ʌn'fæð(ə)məb(ə)l/ 美:/ʌn'fæðəməbl/","- adj. 深得无法到达底部的
- 高深莫测的;难以了解的",
1150,"unfold","英:/ʌn'fəʊld/ 美:/ʌn'fold/","该版本不支持扩展词库。购买专业版",
1151,"unfolded","/ʌn'fold/","展开的;解开的",
1152,"unisex","英:/'juːnɪseks/ 美:/'jʊnɪ'sɛks/","adj. (指服饰等)不分男女的",
1153,"unitary","英:/'juːnɪt(ə)rɪ/ 美:/'junətɛri/","该版本不支持扩展词库。购买专业版",
1154,"unity","英:/'juːnɪtɪ/ 美:/'junəti/","该版本不支持扩展词库。购买专业版",
1155,"unleashing","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1156,"unleashing an agitated stream of truth","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1157,"unmolested","英:/ʌnmə'lestɪd/ 美:/ˌʌnmə'lɛstɪd/","adj. 没有苦恼的,无麻烦的",
1158,"unremitting","英:/ʌnrɪ'mɪtɪŋ/ 美:/ˌʌnrɪ'mɪtɪŋ/","adj. 不懈的

副 词:  
unremittingly",
1159,"unsuspected","英:/ʌnsə'spektɪd/ 美:/ˌʌnsəˈspɛktɪd/","adj. 未被怀疑的,无嫌疑的",
1160,"up to","","直到,相当于,胜任,该由...决定",
1161,"uphold","英:/ʌp'həʊld/ 美:/ʌp'hold/","该版本不支持扩展词库。购买专业版",
1162,"upside down","","该版本不支持扩展词库。购买专业版",
1163,"use up","","用完, 耗尽",
1164,"valence","英:/'veɪl(ə)ns/ 美:/'veləns/","该版本不支持扩展词库。购买专业版",
1165,"vandalism","英:/'vænd(ə)lɪz(ə)m/ 美:/'vændəlɪzəm/","该版本不支持扩展词库。购买专业版",
1166,"vast","英:/vɑːst/ 美:/væst/","该版本不支持扩展词库。购买专业版",
1167,"vault","英:/vɔːlt/ 美:/vɔlt/","该版本不支持扩展词库。购买专业版",
1168,"vegetation","英:/vedʒɪ'teɪʃ(ə)n/ 美:/'vɛdʒə'teʃən/","n. 植物(总称); 草木",
1169,"verse","英:/vɜːs/ 美:/vɝs/","该版本不支持扩展词库。购买专业版",
1170,"vertex","英:/'vɜːteks/ 美:/'vɝtɛks/","该版本不支持扩展词库。购买专业版",
1171,"vibe","英:/vaib/ 美:/vaɪb/","- Ⅰn. ①(感情上的)感应，共鸣②(一地的)气氛，环境
- Ⅱvi. (感情上)产生共鸣",
1172,"vibration","英:/vaɪ'breɪʃ(ə)n/ 美:/vaɪ'breʃən/","- n. 震动
- (偏离平衡位置的)一次性往复振动
- 摆动；摇摆
- 感受，共鸣；心灵感应

形容词:  
vibrational",
1173,"vicar","英:/'vɪkə/ 美:/'vɪkɚ/","该版本不支持扩展词库。购买专业版",
1174,"vice versa","英:/ˏvaɪsɪ ˈvɜːsə/ 美:/ˌvaɪsə ˈvə..sə/","该版本不支持扩展词库。购买专业版",
1175,"vicious","英:/'vɪʃəs/ 美:/'vɪʃəs/","该版本不支持扩展词库。购买专业版",
1176,"victorious","英:/vɪk'tɔːrɪəs/ 美:/vɪk'tɔrɪəs/","adj. 胜利的;取胜的;凯旋的

副 词:  
victoriously

名 词:  
victoriousness",
1177,"vigilant","英:/'vɪdʒɪl(ə)nt/ 美:/'vɪdʒələnt/","该版本不支持扩展词库。购买专业版",
1178,"vigorously","英:/ˈvɪ gərəslɪ/ 美:/'vɪgərəsli/","adv. 精神旺盛地;活泼地",
1179,"vintage","英:/'vɪntɪdʒ/ 美:/'vɪntɪdʒ/","该版本不支持扩展词库。购买专业版",
1180,"violent","英:/'vaɪəl(ə)nt/ 美:/'vaɪələnt/","该版本不支持扩展词库。购买专业版",
1181,"violet","英:/'vaɪələt/ 美:/'vaɪələt/","该版本不支持扩展词库。购买专业版",
1182,"viper","英:/'vaɪpə/ 美:/'vaɪpɚ/","该版本不支持扩展词库。购买专业版",
1183,"virtuosity","英:/ˌvɜːtʃʊ'ɒsɪtɪ/ 美:/ˌvɝtʃu'ɑsəti/","- n. (在美术、音乐等方面的)精湛技艺
- 对艺术品(或古董等)的爱好
- (总称)艺术爱好者;古董收藏家",
1184,"visor","英:/'vaɪzə/ 美:/'vaɪzɚ/","该版本不支持扩展词库。购买专业版",
1185,"visual","英:/'vɪʒjʊəl/ 美:/'vɪʒʊəl/","该版本不支持扩展词库。购买专业版",
1186,"voluminous","英:/və'ljuːmɪnəs/ 美:/və'lʊmənəs/","- adj. 宽松的，肥大的
- 大的，容量大的
- 著作多的
- 多卷的；篇幅长的
- adv. 宽松地；容量大地；篇幅长地
- n. 宽松；容量大；篇幅长

名 词:  
voluminosity

副 词:  
voluminously",
1187,"vomit","英:/'vɒmɪt/ 美:/'vɑmɪt/","该版本不支持扩展词库。购买专业版",
1188,"vulnerability","/ˌvʌlnərə'biliti/","n. 弱点,攻击",
1189,"vulnerable","英:/'vʌln(ə)rəb(ə)l/ 美:/'vʌlnərəbl/","adj. 易受伤的, 脆弱的, 敏感的",
1190,"wake","英:/weik/ 美:/wek/","该版本不支持扩展词库。购买专业版",
1191,"wands","/wɪnd/","n. 权杖；魔杖；指挥棒（wand的复数形式）",
1192,"wane","英:/weɪn/ 美:/wen/","该版本不支持扩展词库。购买专业版",
1193,"wary","英:/'weərɪ/ 美:/'wɛri/","该版本不支持扩展词库。购买专业版",
1194,"washbasin","英:/'wɒʃbeɪs(ə)n/ 美:/ˈwɑʃˌbesən/","n. 盥洗池;洗脸池;洗脸盆",
1195,"wax","英:/wæks/ 美:/wæks/","该版本不支持扩展词库。购买专业版",
1196,"we take for granted","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1197,"weaving together","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1198,"wedge","英:/wedʒ/ 美:/wɛdʒ/","该版本不支持扩展词库。购买专业版",
1199,"weed","英:/wiːd/ 美:/wid/","该版本不支持扩展词库。购买专业版",
1200,"Well, it follows my expedition to study the vegetation indigenous to the rain forest in equatorial areas of Southeast Asia","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1201,"well-attested","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1202,"wheat","英:/wiːt/ 美:/wit/","该版本不支持扩展词库。购买专业版",
1203,"whilst","英:/waɪlst/ 美:/hwaɪlst/","conj. 时时,同时",
1204,"whoop","英:/wuːp/ 美:/wup/","该版本不支持扩展词库。购买专业版",
1205,"whoop it up","","该版本不支持扩展词库。购买专业版",
1206,"wield","英:/wiːld/ 美:/wild/","该版本不支持扩展词库。购买专业版",
1207,"wiggly","英:/'wɪɡlɪ/ 美:/'wɪɡli/","该版本不支持扩展词库。购买专业版",
1208,"will","英:/wɪl/ 美:/wɪl/","该版本不支持扩展词库。购买专业版",
1209,"winding","英:/'waɪndɪŋ/ 美:/'waɪndɪŋ/","该版本不支持扩展词库。购买专业版",
1210,"wiper","英:/'waɪpə/ 美:/'waɪpɚ/","该版本不支持扩展词库。购买专业版",
1211,"within","英:/wɪð'ɪn/ 美:/wɪ'ðɪn/","该版本不支持扩展词库。购买专业版",
1212,"wool","英:/wʊl/ 美:/wʊl/","该版本不支持扩展词库。购买专业版",
1213,"woolliness","英:/'wʊlɪnɪs/ 美:/'wʊlɪnɪs/","n. 棉性,羊毛性",
1214,"woozy","英:/'wuːzɪ/ 美:/'wuzi/","该版本不支持扩展词库。购买专业版",
1215,"x","/eks/","- n. 字母x,罗马数字10
- adj. X形的,X级的(电影等),第二十四的
Xabbr. Xs或 X's X级电影，成人电影（十八岁以下儿童不得观看）",
1216,"yield","英:/jiːld/ 美:/jild/","该版本不支持扩展词库。购买专业版",
1217,"yolk","英:/jəʊk/ 美:/jok/","该版本不支持扩展词库。购买专业版",
1218,"zip-code","","vt. 〈美〉在…上标明邮政编码，标邮政编码于",
1219,"zymolytic","/ˌzaiməu'litik/","adj. 发酵的,酵解(作用)的",
1220,"半导体","","bàn dǎo tǐ 
 semiconductor",
1221,"差距","","chà jù 
 difference, disparity, gap",
1222,"成分","","chéng fèn 
 

- composition
- ingredient
- constituent
- component part
- element",
1223,"初学者","","chū xué zhě 
 

- tyro
- learner in the first stage
- beginner
- abecedarian",
1224,"词汇","","cí huì 
 

- {语} （语汇） vocabulary
- words and phrases",
1225,"大概半个小时","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1226,"导体","","dǎo tǐ 
 conductor",
1227,"定理","","dìng lǐ 
 
theorem",
1228,"服务器","","fú wù qì 
 

- server
- servers",
1229,"富裕的","","fù yù de 
 

- rich
- affluent
- well off
- properous
- wealthy",
1230,"过去的","","guò qù de 
 bypast, departed, foregone, forepassed, lapsed, old-timey, preterit",
1231,"合适的","","hé shì de 
 appropriate, equal, feat, likely, right, seemly",
1232,"肌肉","","jī ròu 
 

- muscle
- baragnosis",
1233,"建议","","jiàn yì 
 advice, advise, instance, make suggestions, propose, suggest, vote",
1234,"绝缘体","","jué yuán tǐ 
 dielectric, insulator, isolator n., nonconductor",
1235,"练习","","liàn xí 
 

- practise
- practice
- exercise",
1236,"流行的","","liú háng de 
 fashionable, popular, prevalent, pop, stylish",
1237,"楼","","lóu 
 

- floor
- a storied building
- storied building",
1238,"目标","","mù biāo 
 

- target
- objective
- goal
- aim
- destination",
1239,"努力","","nǔ lì 
 

- strive
- endeavor
- try hard
- make great efforts
- attempt",
1240,"努力的","","nǔ lì de 
 

- studious
- struggling",
1241,"旁观者","","páng guān zhě 
 

- onlooker
- bystander
- spectator",
1242,"平淡的","","píng dàn de 
 fade, matter-of-fact, tame, watery",
1243,"清淡","","qīng dàn 
 insipidity",
1244,"清淡的","","qīng dàn de 
 

- insipid
- lite
- light",
1245,"认真的","","rèn zhēn de 
 

- staid
- serious-minded
- demure
- earnest
- douce",
1246,"三叶草","","sān yè cǎo 
 
- clover",
1247,"受欢迎的","","shòu huān yíng de 
 grateful, pinup, popular",
1248,"提到","","tí dào 
 

- mention
- refer to",
1249,"贴切的","","tiē qiē de 
 appropriate, apt, proper, suitable",
1250,"晚安","","wǎn ān 
 

- good night
- good evening
- nighty-night
- bon soir",
1251,"望远镜","","wàng yuǎn jìng 
 

- telescope
- binocle",
1252,"文化","","wén huà 
 Kultur, civilization, culture",
1253,"无关紧要的","","wú guān jǐn yào de 
 inessential, peddling, small-beer",
1254,"无知的","","wú zhī de 
 ignorant, empty-headed, innocent, uneducated, unenlightened",
1255,"戏剧","","xì jù 
 

- drama
- play
- theatre
- script
- scenario",
1256,"戏曲","","xì qǔ 
 
traditional (Chinese) opera",
1257,"向你学习","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1258,"效率","","xiào lǜ 
 

- productiveness
- efficiency
- productivity
- workpiece ratio",
1259,"形式自由的","","xíng shì zì yóu de 
 freeform",
1260,"形象的","","xíng xiàng de 
 
visual",
1261,"性质","","xìng zhì 
 

- properties
- quality
- character
- nature
- quale",
1262,"一朵小火苗","","Free Dictionary在线词典
韦氏在线词典
必应在线词典
柯林斯在线词典
Urban Dictionary
剑桥词典
Dictionary.com在线词典
朗文当代英语在线词典
Ox Living Dict


点击管理在线词典",
1263,"英语","","yīng yǔ 
 English",
1264,"运动员","","yùn dòng yuán 
 athlete",
1265,"粥","","zhōu 
 

- porridge
- gruel
- conjee
- congee",
1266,"准备","","zhǔn bèi 
 

- prepare
- setout
- draw up
- intend
- plan",
1267,"自由的","","zì yóu de 
 disengaged, free, loose, permissive, uncontrolled, unrestricted",
1268,"自由地","","zì yóu dì 
 allodiality, allodially, freely, sciolto, with freedom",
